event date,volunteer number,event budge,event type,volunteer certification,total number,event location,volunteer's bonus,volunteer's score,satisfy
6/13/2015,14,4000,Big Sister Program,Y,200,Maple Ridge,166,10,Y
10/12/2015,15,4000,Office Volunteer,Y,600,Maple Ridge,207,10,Y
7/25/2015,21,3000,Chamber of Commerce,Y,400,Vancouver,144,20,Y
8/19/2015,15,1000,Contest,Y,600,Richmond,157,10,Y
10/25/2015,29,2000,Special Event,Y,100,West Vancouver,112,10,Y
2/27/2015,33,2000,Special Event,Y,50,Langley,270,10,Y
10/21/2015,13,4000,Cultural event,Y,100,North Vancouver,238,20,Y
8/30/2015,10,2000,Market Volunteer,N,400,Vancouver,263,50,Y
6/5/2015,24,3000,Market Volunteer,Y,50,Maple Ridge,361,50,Y
4/1/2015,11,2000,Childcare,Y,500,New Westminster,478,30,Y
8/15/2015,12,1000,Equipment Sorter,Y,400,Vancouver,488,20,Y
6/15/2015,40,4000,Equipment Sorter,Y,200,Burnaby,227,50,Y
6/27/2015,40,1000,Visual Arts Committee,N,300,Vancouver,220,30,Y
8/21/2015,14,1000,Competition,Y,400,North Vancouver,453,50,Y
10/16/2015,30,4000,Community Visitor,Y,50,Langley,296,30,Y
10/22/2015,39,1000,Study buddy Tutor,Y,50,Richmond,460,40,Y
7/13/2015,33,2000,Training,Y,400,Maple Ridge,378,30,Y
9/24/2015,21,1000,Health Product Study,Y,300,Maple Ridge,427,50,Y
1/3/2015,28,1000,Concert,N,300,New Westminster,221,30,Y
5/17/2015,22,4000,Fitness Class,Y,300,Vancouver,170,10,Y
7/26/2015,27,3000,Development Volunteer,N,200,Vancouver,260,30,Y
2/24/2015,30,2000,Big Sister Program,N,400,North Vancouver,29,50,Y
10/22/2015,25,1000,Survey,Y,50,Burnaby,179,30,Y
9/20/2015,18,1000,Parade,Y,300,Vancouver,273,40,Y
2/19/2015,21,2000,Conference,Y,500,Vancouver,138,40,Y
4/14/2015,37,3000,Survey,Y,500,North Vancouver,84,20,Y
1/14/2015,33,2000,Charitable Donations,Y,100,West Vancouver,395,50,N
6/20/2015,38,2000,Study buddy Tutor,N,400,Langley,419,50,N
9/10/2015,34,2000,In-School Mentor,Y,50,Coquitlam,471,20,Y
10/25/2015,27,3000,Urban Native Youth Association,Y,100,Richmond,392,10,Y
4/17/2015,35,2000,Contest,Y,50,Langley,184,10,N
5/14/2015,16,3000,Development Volunteer,Y,200,New Westminster,425,40,Y
10/29/2015,17,3000,Study buddy Tutor,Y,600,Maple Ridge,69,20,Y
8/11/2015,17,4000,Childcare,N,200,Langley,201,40,Y
10/23/2015,22,4000,Parade,Y,50,North Vancouver,324,20,Y
7/11/2015,28,1000,Competition,Y,600,Maple Ridge,459,40,Y
1/20/2015,26,2000,Childcare,Y,50,Vancouver,206,50,Y
8/21/2015,37,3000,Survey,Y,100,Langley,47,40,Y
10/28/2015,24,2000,Fitness Class,Y,500,Maple Ridge,341,30,Y
6/10/2015,21,2000,Food Hamper Volunteer,Y,100,New Westminster,166,20,Y
1/10/2015,19,3000,Fitness Class,Y,100,New Westminster,276,50,Y
8/13/2015,24,4000,Study buddy Tutor,Y,400,Burnaby,413,30,Y
6/28/2015,20,3000,Big Sister Program,Y,300,Vancouver,75,10,Y
1/12/2015,33,4000,Nature House Volunteer,Y,50,Burnaby,307,40,Y
3/9/2015,34,1000,Special Event,Y,400,Maple Ridge,421,20,N
5/24/2015,16,3000,Graphic Design,Y,300,North Vancouver,107,50,N
9/6/2015,35,2000,In-School Mentor,Y,500,Maple Ridge,391,20,Y
2/6/2015,31,3000,In-School Mentor,Y,50,Burnaby,194,40,Y
7/7/2015,23,3000,Development Volunteer,Y,600,Coquitlam,435,40,Y
2/26/2015,32,3000,Training,Y,300,Burnaby,272,10,Y
7/9/2015,29,1000,Parade,Y,50,New Westminster,27,40,Y
10/10/2015,34,1000,Visual Arts Committee,Y,600,Maple Ridge,246,50,N
5/18/2015,13,1000,In-School Mentor,Y,300,New Westminster,251,50,Y
3/5/2015,16,3000,Training,Y,50,New Westminster,32,10,Y
4/6/2015,21,4000,Visual Arts Committee,N,600,Maple Ridge,67,10,Y
6/17/2015,32,2000,Cultural event,Y,100,Langley,432,30,N
7/8/2015,25,2000,Cultural event,Y,300,New Westminster,413,30,Y
8/4/2015,38,2000,Party,Y,300,North Vancouver,199,10,Y
9/2/2015,25,1000,Contest,Y,500,Vancouver,421,50,Y
8/23/2015,35,1000,Chamber of Commerce,N,50,Burnaby,96,20,Y
5/6/2015,33,2000,Market Volunteer,Y,200,Langley,79,50,Y
2/11/2015,11,1000,Study buddy Tutor,Y,400,Langley,27,50,Y
2/23/2015,19,1000,Meals on Wheels Volunteer,Y,600,Vancouver,48,10,Y
1/21/2015,30,3000,Childen Program,Y,600,Coquitlam,46,30,Y
7/1/2015,24,1000,Office Volunteer,Y,300,Coquitlam,270,30,Y
10/27/2015,31,3000,Fitness Class,N,300,Langley,339,20,Y
5/24/2015,37,3000,Meals on Wheels Volunteer,Y,100,Vancouver,343,20,Y
10/8/2015,27,4000,Parade,Y,300,Vancouver,61,10,Y
4/7/2015,11,3000,Fundraising,Y,200,Richmond,12,50,Y
4/1/2015,35,2000,Equipment Sorter,Y,600,Maple Ridge,196,10,Y
5/30/2015,21,4000,In-School Mentor,Y,400,Richmond,224,50,Y
7/8/2015,27,3000,Chamber of Commerce,Y,600,Burnaby,400,20,Y
2/24/2015,16,3000,Development Volunteer,Y,300,New Westminster,71,20,Y
7/7/2015,19,4000,Party,N,400,Langley,346,20,Y
4/5/2015,24,1000,Office Volunteer,Y,200,Coquitlam,499,50,Y
3/21/2015,18,4000,Conference,Y,600,Maple Ridge,159,20,Y
5/15/2015,15,4000,Food Hamper Volunteer,Y,100,Langley,176,10,N
5/14/2015,20,1000,Fitness Class,N,600,Burnaby,231,40,Y
5/1/2015,16,1000,Museum Tour Guide,Y,300,Coquitlam,337,20,Y
4/10/2015,15,4000,Parade,Y,600,New Westminster,294,40,Y
8/3/2015,19,4000,Competition,Y,300,Burnaby,215,40,Y
1/9/2015,31,3000,Office Volunteer,Y,50,Vancouver,289,40,Y
1/5/2015,32,4000,Concert,Y,200,Langley,424,30,Y
7/8/2015,13,3000,Party,Y,50,Coquitlam,145,20,N
5/24/2015,37,4000,Health Product Study,Y,600,Vancouver,353,50,Y
10/21/2015,39,4000,Visual Arts Committee,Y,600,New Westminster,336,50,Y
2/23/2015,25,2000,Health Product Study,N,100,Richmond,476,10,Y
3/3/2015,34,1000,Study buddy Tutor,Y,100,Burnaby,373,20,N
2/2/2015,17,1000,Fundraising,Y,500,Coquitlam,160,40,Y
2/9/2015,34,3000,Social Media,Y,600,North Vancouver,205,10,Y
10/8/2015,10,3000,Contest,Y,400,Vancouver,191,10,Y
3/21/2015,25,1000,Museum Tour Guide,Y,100,New Westminster,428,30,Y
8/16/2015,16,4000,Parade,Y,600,Maple Ridge,282,10,Y
2/21/2015,39,1000,Special Event,Y,200,Richmond,253,30,Y
1/22/2015,28,4000,Graphic Design,Y,100,Maple Ridge,286,50,Y
3/22/2015,38,1000,Health Product Study,Y,200,North Vancouver,495,10,Y
5/3/2015,40,1000,Development Volunteer,Y,50,Langley,219,30,Y
7/15/2015,32,2000,Food Hamper Volunteer,Y,400,Richmond,55,20,Y
7/3/2015,20,2000,Equipment Sorter,Y,500,Richmond,403,30,Y
9/30/2015,10,2000,Festival,Y,100,Langley,397,10,Y
1/25/2015,38,1000,Market Volunteer,Y,100,North Vancouver,89,10,Y
10/4/2015,31,3000,Museum Tour Guide,Y,600,Richmond,33,20,Y
10/10/2015,14,2000,Meals on Wheels Volunteer,N,100,Maple Ridge,367,30,Y
3/23/2015,20,4000,Study buddy Tutor,Y,300,West Vancouver,279,50,Y
7/13/2015,38,1000,Festival,Y,500,Maple Ridge,181,40,Y
5/24/2015,30,4000,Social Media,Y,400,Burnaby,271,40,Y
4/24/2015,25,4000,Cultural event,Y,500,Richmond,347,30,Y
10/29/2015,23,1000,Conference,Y,200,North Vancouver,498,50,Y
7/28/2015,31,4000,Training,N,300,New Westminster,64,50,Y
10/6/2015,33,3000,Childen Program,Y,100,Coquitlam,167,40,Y
1/18/2015,29,2000,Concert,Y,200,New Westminster,464,20,N
9/22/2015,11,2000,Market Volunteer,Y,500,Maple Ridge,282,50,Y
10/26/2015,23,1000,Survey,Y,300,West Vancouver,220,10,N
8/4/2015,33,1000,Cultural event,Y,600,Vancouver,84,40,Y
6/11/2015,23,4000,Food Hamper Volunteer,Y,50,Richmond,278,30,Y
1/10/2015,18,4000,Museum Tour Guide,Y,400,West Vancouver,276,40,Y
8/4/2015,19,2000,Market Volunteer,Y,300,Richmond,20,20,Y
3/26/2015,16,1000,Urban Native Youth Association,Y,400,North Vancouver,490,30,Y
5/30/2015,32,2000,Contest,Y,200,Burnaby,108,30,Y
10/28/2015,16,2000,Special Event,Y,200,Langley,479,10,Y
2/16/2015,37,3000,Food Hamper Volunteer,Y,300,New Westminster,68,10,Y
6/16/2015,27,1000,Office Volunteer,Y,400,West Vancouver,233,40,N
5/23/2015,30,1000,Graphic Design,Y,50,Richmond,153,30,Y
3/14/2015,26,1000,Museum Tour Guide,Y,50,West Vancouver,92,30,Y
1/3/2015,18,3000,Concert,Y,300,Burnaby,228,40,Y
8/26/2015,15,1000,Equipment Sorter,Y,500,Vancouver,64,40,Y
8/11/2015,19,1000,Special Event,N,400,North Vancouver,270,10,Y
3/10/2015,30,1000,Childen Program,Y,50,West Vancouver,205,40,Y
4/28/2015,13,3000,Party,N,50,North Vancouver,493,50,Y
5/28/2015,34,3000,Fitness Class,Y,200,Richmond,165,30,Y
5/22/2015,17,4000,Museum Tour Guide,Y,100,Burnaby,375,20,Y
5/10/2015,24,4000,Party,Y,600,Burnaby,135,40,Y
8/1/2015,39,2000,Urban Native Youth Association,Y,100,Maple Ridge,71,40,Y
10/3/2015,10,1000,Urban Native Youth Association,Y,500,New Westminster,51,50,Y
8/6/2015,30,3000,Graphic Design,Y,600,Richmond,151,30,N
10/11/2015,23,3000,Development Volunteer,Y,600,West Vancouver,280,40,Y
3/2/2015,37,3000,Development Volunteer,N,300,Langley,293,40,Y
3/29/2015,24,2000,Special Event,Y,300,Vancouver,157,10,Y
5/21/2015,12,2000,Visual Arts Committee,Y,300,North Vancouver,347,20,N
8/6/2015,20,2000,Visual Arts Committee,N,300,Vancouver,387,20,Y
6/4/2015,22,1000,Speech,Y,50,Langley,216,10,Y
1/18/2015,25,2000,Equipment Sorter,Y,50,North Vancouver,186,20,Y
2/9/2015,16,2000,Museum Tour Guide,N,600,West Vancouver,480,50,Y
3/21/2015,34,4000,Festival,Y,200,West Vancouver,92,10,Y
2/25/2015,23,4000,Recreation Assistants,Y,100,West Vancouver,10,20,Y
1/5/2015,17,3000,Market Volunteer,Y,400,North Vancouver,424,20,Y
4/24/2015,18,1000,Social Media,Y,400,North Vancouver,277,50,Y
7/24/2015,32,4000,Social Media,Y,50,Burnaby,221,20,Y
3/23/2015,38,2000,Fitness Class,Y,100,Coquitlam,153,30,Y
9/8/2015,21,1000,Nature House Volunteer,Y,200,Richmond,473,10,Y
2/11/2015,32,4000,Training,Y,200,Maple Ridge,223,50,Y
9/19/2015,33,2000,Nature House Volunteer,Y,500,Burnaby,426,40,Y
2/29/2015,30,4000,Visual Arts Committee,Y,500,New Westminster,47,10,Y
7/12/2015,28,1000,Parade,Y,200,Vancouver,120,20,Y
3/24/2015,23,3000,Recreation Assistants,Y,100,Richmond,208,20,Y
8/26/2015,10,1000,Special Event,Y,400,New Westminster,222,20,Y
9/24/2015,32,1000,Seniors Centre Volunteer,Y,300,West Vancouver,111,20,Y
2/23/2015,12,1000,Fitness Class,Y,100,New Westminster,12,30,Y
1/3/2015,10,4000,Training,Y,50,Maple Ridge,137,10,Y
3/26/2015,23,3000,Equipment Sorter,N,300,North Vancouver,313,10,Y
10/22/2015,20,4000,Big Sister Program,Y,50,Richmond,394,50,Y
5/7/2015,40,1000,Concert,Y,400,West Vancouver,363,50,Y
10/6/2015,21,3000,Training,Y,400,Burnaby,319,40,Y
8/15/2015,37,3000,Festival,Y,600,Richmond,189,50,Y
1/13/2015,38,3000,Market Volunteer,Y,100,Maple Ridge,381,20,Y
8/4/2015,25,1000,Urban Native Youth Association,Y,300,Maple Ridge,445,30,Y
2/11/2015,27,4000,Chamber of Commerce,Y,100,North Vancouver,170,20,N
4/12/2015,14,2000,Social Media,N,600,North Vancouver,268,20,Y
7/10/2015,22,3000,Market Volunteer,Y,600,Langley,101,50,Y
2/13/2015,25,2000,Training,Y,600,Coquitlam,388,30,Y
5/1/2015,25,1000,Fundraising,Y,100,Coquitlam,315,30,Y
10/17/2015,23,2000,Childcare,Y,100,Coquitlam,66,10,N
2/7/2015,17,1000,Concert,Y,500,Vancouver,96,50,Y
5/18/2015,40,2000,Party,Y,100,Richmond,70,30,Y
9/11/2015,27,3000,Competition,Y,100,Vancouver,454,10,Y
3/15/2015,17,2000,Childcare,Y,600,West Vancouver,157,10,Y
9/21/2015,22,2000,Office Volunteer,Y,500,Vancouver,378,20,Y
1/19/2015,14,4000,In-School Mentor,Y,200,North Vancouver,442,20,Y
7/2/2015,40,4000,Contest,Y,500,Vancouver,385,20,Y
4/4/2015,17,4000,Museum Tour Guide,Y,200,New Westminster,194,20,Y
5/30/2015,13,4000,Childen Program,Y,100,Langley,141,30,Y
5/5/2015,29,3000,Childcare,Y,500,Richmond,257,20,Y
6/29/2015,13,2000,Concert,Y,100,West Vancouver,184,40,Y
5/30/2015,17,3000,Health Product Study,Y,400,Coquitlam,194,20,Y
8/12/2015,36,3000,Office Volunteer,Y,500,New Westminster,286,50,Y
4/9/2015,17,4000,Competition,Y,500,Coquitlam,124,40,Y
9/13/2015,35,2000,Competition,Y,100,North Vancouver,113,30,Y
3/29/2015,20,4000,Office Volunteer,Y,50,Coquitlam,315,50,Y
8/16/2015,19,3000,Museum Tour Guide,Y,400,Burnaby,234,40,Y
10/6/2015,28,4000,Food Hamper Volunteer,Y,200,Richmond,350,20,Y
5/3/2015,34,2000,Graphic Design,Y,100,West Vancouver,449,10,Y
9/24/2015,10,2000,Development Volunteer,Y,600,Vancouver,325,50,Y
2/1/2015,12,1000,Food Hamper Volunteer,Y,50,North Vancouver,78,40,Y
5/16/2015,18,4000,Nature House Volunteer,Y,400,Burnaby,320,40,Y
7/19/2015,19,3000,Health Product Study,Y,50,Vancouver,295,20,Y
10/26/2015,21,3000,Contest,Y,200,New Westminster,86,10,Y
8/30/2015,22,4000,Contest,Y,600,Maple Ridge,423,10,N
1/5/2015,34,4000,Conference,Y,200,Richmond,23,50,Y
3/29/2015,23,4000,Competition,Y,600,Burnaby,263,10,Y
6/29/2015,25,4000,Seniors Centre Volunteer,Y,400,New Westminster,100,20,Y
3/5/2015,27,1000,Equipment Sorter,Y,400,Langley,379,50,Y
2/2/2015,22,1000,Seniors Centre Volunteer,Y,400,Burnaby,21,30,Y
4/28/2015,15,2000,Nature House Volunteer,Y,50,Vancouver,219,30,Y
9/5/2015,35,3000,Graphic Design,Y,50,Vancouver,348,40,N
5/14/2015,12,4000,Visual Arts Committee,Y,200,Richmond,458,50,Y
5/9/2015,24,2000,Graphic Design,Y,500,Langley,377,30,Y
10/16/2015,20,2000,Childcare,Y,50,West Vancouver,418,10,Y
4/23/2015,12,2000,Meals on Wheels Volunteer,N,300,Richmond,130,10,Y
6/14/2015,35,1000,Community Visitor,N,500,New Westminster,395,20,N
6/22/2015,18,1000,Party,Y,500,Richmond,335,10,Y
1/10/2015,29,4000,Meals on Wheels Volunteer,Y,200,North Vancouver,494,50,N
10/16/2015,36,3000,Social Media,Y,200,New Westminster,276,20,Y
6/24/2015,13,2000,Conference,Y,50,Coquitlam,247,30,Y
3/18/2015,35,2000,Equipment Sorter,Y,300,New Westminster,79,10,Y
2/20/2015,26,2000,Fitness Class,Y,600,Burnaby,283,50,Y
8/15/2015,35,1000,Contest,Y,100,Richmond,321,50,Y
4/12/2015,17,2000,In-School Mentor,Y,50,North Vancouver,419,30,Y
9/21/2015,33,3000,Chamber of Commerce,N,600,Langley,483,30,Y
5/16/2015,15,2000,Special Event,Y,50,North Vancouver,34,20,Y
2/11/2015,40,1000,In-School Mentor,Y,400,Maple Ridge,95,40,Y
2/25/2015,29,3000,Contest,Y,300,New Westminster,225,30,Y
8/26/2015,40,2000,Childcare,Y,600,Maple Ridge,365,40,Y
5/10/2015,14,4000,Training,N,200,Coquitlam,216,10,N
10/23/2015,23,3000,Cultural event,Y,300,Langley,79,40,Y
1/7/2015,39,3000,Nature House Volunteer,N,400,Vancouver,139,40,N
4/9/2015,17,1000,Health Product Study,Y,50,Vancouver,476,50,Y
3/8/2015,36,1000,Health Product Study,Y,600,West Vancouver,237,50,Y
3/20/2015,29,3000,Health Product Study,Y,400,Langley,335,20,Y
10/9/2015,27,4000,Concert,Y,500,Maple Ridge,325,30,Y
8/11/2015,34,3000,Survey,Y,500,Coquitlam,258,10,Y
5/21/2015,30,2000,Fundraising,Y,600,Maple Ridge,491,40,Y
2/3/2015,27,3000,Food Hamper Volunteer,Y,400,Coquitlam,87,40,Y
7/9/2015,28,3000,Health Product Study,Y,100,Burnaby,459,40,Y
5/8/2015,30,1000,Fundraising,Y,300,Richmond,172,40,Y
5/15/2015,13,4000,Community Visitor,Y,50,Richmond,360,20,Y
6/29/2015,27,2000,Nature House Volunteer,Y,400,Coquitlam,45,20,Y
1/21/2015,30,1000,Childen Program,Y,50,Vancouver,371,30,Y
3/19/2015,17,2000,Fundraising,Y,400,Maple Ridge,11,30,Y
3/27/2015,35,3000,Contest,Y,600,Coquitlam,70,10,N
3/24/2015,12,2000,Contest,Y,500,Richmond,349,50,Y
5/27/2015,20,2000,Nature House Volunteer,Y,500,West Vancouver,320,40,Y
10/4/2015,33,3000,Meals on Wheels Volunteer,Y,600,Coquitlam,220,40,Y
8/13/2015,34,2000,Cultural event,Y,500,Maple Ridge,117,50,Y
1/1/2015,12,4000,Study buddy Tutor,Y,300,Vancouver,226,30,Y
5/5/2015,14,2000,Childcare,Y,500,Vancouver,386,30,Y
1/9/2015,25,1000,Childen Program,Y,50,Burnaby,395,20,Y
5/14/2015,24,1000,Contest,Y,600,Langley,414,20,Y
6/1/2015,11,4000,Conference,N,100,New Westminster,189,40,Y
3/19/2015,36,4000,Seniors Centre Volunteer,N,100,Vancouver,172,50,Y
5/27/2015,39,1000,Chamber of Commerce,Y,400,Richmond,272,30,Y
9/12/2015,18,4000,Childen Program,Y,50,Langley,104,30,Y
3/25/2015,37,3000,Festival,Y,50,Burnaby,128,20,Y
4/8/2015,32,4000,Charitable Donations,Y,600,Coquitlam,400,10,Y
7/18/2015,36,1000,In-School Mentor,Y,200,New Westminster,439,50,Y
6/7/2015,22,3000,In-School Mentor,Y,600,Vancouver,236,40,Y
10/1/2015,12,3000,Study buddy Tutor,Y,400,Coquitlam,404,10,Y
8/11/2015,22,2000,Nature House Volunteer,Y,600,North Vancouver,146,10,Y
5/12/2015,10,4000,Equipment Sorter,Y,300,Langley,205,10,Y
9/3/2015,27,3000,Survey,Y,100,North Vancouver,84,50,Y
1/1/2015,37,1000,Fundraising,Y,200,West Vancouver,89,30,Y
10/7/2015,15,3000,Speech,Y,500,Coquitlam,30,30,Y
10/13/2015,34,1000,Chamber of Commerce,Y,50,Burnaby,161,50,Y
6/28/2015,19,1000,In-School Mentor,N,500,New Westminster,446,50,Y
3/27/2015,13,3000,Urban Native Youth Association,Y,500,Burnaby,342,30,Y
10/2/2015,33,4000,Graphic Design,Y,500,Richmond,60,10,Y
2/6/2015,34,4000,Seniors Centre Volunteer,Y,100,Richmond,104,10,Y
8/25/2015,33,1000,Festival,Y,600,Richmond,486,50,Y
6/2/2015,19,3000,Graphic Design,Y,400,West Vancouver,43,30,Y
8/18/2015,31,2000,Contest,Y,500,Richmond,234,10,Y
3/25/2015,33,3000,Competition,Y,400,New Westminster,372,50,Y
5/15/2015,15,1000,Market Volunteer,Y,50,Burnaby,228,50,Y
5/17/2015,35,1000,Urban Native Youth Association,Y,100,Burnaby,306,10,Y
3/9/2015,20,2000,Festival,Y,400,Maple Ridge,228,10,Y
6/28/2015,14,1000,Visual Arts Committee,Y,200,Langley,146,10,N
7/28/2015,34,2000,Graphic Design,N,100,Langley,437,20,Y
3/10/2015,39,2000,Meals on Wheels Volunteer,N,600,Vancouver,438,50,Y
9/16/2015,31,1000,Meals on Wheels Volunteer,Y,50,New Westminster,177,40,Y
3/24/2015,19,4000,Concert,Y,400,New Westminster,399,30,Y
3/9/2015,28,4000,Graphic Design,Y,500,Burnaby,27,40,Y
7/6/2015,13,3000,Office Volunteer,Y,400,Maple Ridge,425,10,Y
7/3/2015,33,1000,Special Event,Y,400,North Vancouver,175,20,Y
8/8/2015,21,2000,Contest,Y,50,West Vancouver,482,20,Y
7/13/2015,24,3000,Equipment Sorter,Y,300,New Westminster,393,40,Y
5/19/2015,39,3000,Competition,Y,500,Vancouver,47,50,Y
2/5/2015,27,1000,Special Event,Y,200,West Vancouver,63,10,Y
6/1/2015,31,3000,Speech,Y,400,New Westminster,29,40,Y
8/5/2015,35,2000,In-School Mentor,N,100,Maple Ridge,395,40,Y
7/24/2015,40,2000,Conference,Y,400,New Westminster,432,10,Y
5/28/2015,23,4000,Social Media,Y,600,Richmond,233,20,Y
7/3/2015,11,3000,Training,Y,100,Maple Ridge,84,50,Y
7/10/2015,34,4000,Meals on Wheels Volunteer,Y,100,Burnaby,220,40,Y
1/3/2015,39,4000,Seniors Centre Volunteer,Y,300,New Westminster,398,10,N
1/10/2015,17,4000,Museum Tour Guide,Y,100,Vancouver,319,10,Y
4/1/2015,17,3000,Equipment Sorter,Y,500,Vancouver,137,20,Y
7/17/2015,19,1000,Meals on Wheels Volunteer,Y,50,Vancouver,287,30,N
1/5/2015,14,4000,Special Event,Y,600,Vancouver,365,10,Y
4/8/2015,32,4000,Seniors Centre Volunteer,Y,600,Richmond,161,30,Y
7/22/2015,23,2000,Community Visitor,Y,200,Langley,132,30,Y
9/3/2015,31,1000,Recreation Assistants,Y,400,Vancouver,319,20,Y
6/15/2015,28,4000,Conference,Y,100,Maple Ridge,105,40,Y
5/10/2015,32,2000,Visual Arts Committee,N,100,Coquitlam,29,10,N
3/3/2015,12,4000,Equipment Sorter,Y,300,Coquitlam,301,30,Y
10/26/2015,23,2000,Fitness Class,Y,100,Burnaby,408,30,Y
8/30/2015,14,3000,Nature House Volunteer,Y,50,Langley,479,40,Y
8/22/2015,20,2000,Recreation Assistants,Y,300,North Vancouver,432,40,Y
7/7/2015,13,3000,Museum Tour Guide,N,200,Burnaby,172,40,Y
7/27/2015,12,2000,Party,Y,400,North Vancouver,146,40,Y
9/5/2015,25,3000,Food Hamper Volunteer,Y,200,Burnaby,347,20,Y
9/7/2015,28,3000,Childen Program,Y,50,North Vancouver,322,10,Y
2/3/2015,29,1000,Speech,Y,400,Coquitlam,147,40,N
6/13/2015,40,1000,Special Event,Y,300,Vancouver,180,40,Y
8/21/2015,35,1000,Special Event,Y,500,Richmond,76,40,Y
7/19/2015,23,4000,Office Volunteer,Y,600,Vancouver,308,30,Y
3/14/2015,18,4000,Concert,N,200,Burnaby,162,10,N
2/24/2015,26,1000,Recreation Assistants,Y,50,West Vancouver,138,40,Y
5/26/2015,15,1000,Party,Y,400,New Westminster,350,50,Y
2/25/2015,27,1000,Social Media,Y,400,North Vancouver,475,50,Y
5/20/2015,36,3000,Development Volunteer,Y,400,Vancouver,292,40,Y
3/30/2015,32,1000,Big Sister Program,Y,200,Maple Ridge,314,10,Y
4/28/2015,26,3000,Nature House Volunteer,Y,200,North Vancouver,382,20,Y
6/23/2015,17,1000,Fitness Class,Y,400,Maple Ridge,497,50,Y
6/5/2015,39,3000,Competition,Y,50,Coquitlam,63,50,Y
5/24/2015,40,4000,Competition,Y,200,Coquitlam,371,40,Y
4/19/2015,27,2000,Development Volunteer,Y,200,Langley,201,40,Y
6/8/2015,32,2000,Conference,Y,400,Vancouver,462,20,Y
9/20/2015,14,4000,Survey,Y,50,Richmond,262,20,N
2/19/2015,31,2000,Chamber of Commerce,Y,400,Burnaby,284,10,Y
5/2/2015,12,4000,Market Volunteer,N,300,Burnaby,491,10,N
1/7/2015,38,4000,Special Event,Y,300,Richmond,407,30,Y
1/22/2015,31,1000,Graphic Design,Y,200,New Westminster,328,20,Y
3/3/2015,17,4000,Party,Y,600,Maple Ridge,64,30,Y
3/20/2015,12,1000,Social Media,Y,200,Burnaby,79,20,Y
8/11/2015,35,2000,Development Volunteer,Y,100,Burnaby,79,30,Y
3/8/2015,14,4000,Childen Program,N,600,North Vancouver,437,40,Y
6/23/2015,18,1000,Chamber of Commerce,N,100,North Vancouver,471,20,Y
3/23/2015,30,3000,Festival,Y,600,Richmond,414,40,Y
5/7/2015,29,2000,Fitness Class,Y,200,Burnaby,155,20,Y
10/13/2015,19,1000,Survey,Y,50,Burnaby,465,20,Y
3/5/2015,17,1000,Market Volunteer,Y,50,Langley,228,40,Y
6/19/2015,10,3000,Visual Arts Committee,Y,500,Coquitlam,59,50,Y
10/9/2015,17,4000,Contest,Y,100,Maple Ridge,235,40,N
6/1/2015,35,4000,Cultural event,N,500,West Vancouver,157,40,Y
4/27/2015,26,1000,Seniors Centre Volunteer,Y,50,New Westminster,295,30,Y
2/10/2015,37,3000,Health Product Study,N,50,Langley,223,50,Y
1/22/2015,39,4000,Office Volunteer,Y,100,Langley,111,20,Y
6/21/2015,10,3000,Nature House Volunteer,Y,500,Langley,55,30,Y
5/15/2015,39,4000,Fitness Class,Y,400,Langley,225,30,Y
8/15/2015,20,1000,Seniors Centre Volunteer,Y,600,North Vancouver,488,10,Y
10/28/2015,29,2000,Contest,Y,600,North Vancouver,271,10,Y
8/7/2015,37,1000,Competition,Y,500,Coquitlam,88,50,Y
6/18/2015,31,3000,Urban Native Youth Association,Y,50,Coquitlam,311,20,Y
9/2/2015,10,2000,Equipment Sorter,Y,200,Langley,169,40,Y
7/25/2015,22,3000,Development Volunteer,Y,100,Coquitlam,320,10,Y
6/22/2015,40,4000,Special Event,Y,400,Vancouver,98,20,Y
2/1/2015,17,1000,Graphic Design,Y,600,West Vancouver,391,20,Y
8/20/2015,17,1000,Health Product Study,Y,50,Burnaby,150,30,Y
8/24/2015,36,4000,Training,Y,400,New Westminster,52,20,Y
10/11/2015,37,1000,Graphic Design,Y,100,North Vancouver,274,20,Y
2/9/2015,33,3000,Equipment Sorter,Y,300,North Vancouver,204,40,Y
2/29/2015,12,1000,Urban Native Youth Association,Y,200,New Westminster,72,30,Y
10/25/2015,11,3000,Graphic Design,Y,50,Richmond,155,40,Y
7/16/2015,40,3000,Party,Y,300,Langley,435,30,Y
10/7/2015,19,4000,Seniors Centre Volunteer,Y,600,North Vancouver,125,50,Y
3/19/2015,26,3000,Development Volunteer,Y,50,Langley,169,50,Y
2/29/2015,37,1000,Graphic Design,Y,50,West Vancouver,380,20,Y
